X,Y,Z,areas,ax1s,ax2s,bat_ids,gyrations,types,volumes,type 2
16.2,0.4,1.5,48.52,11.6635,1.1104,#294760,4.6192,IfcWallStandardCase,4.16,G
0.4,7.57,1.5,22.63,11.8098,1.1107,#294793,2.1283,IfcWallStandardCase,1.9162,G
0.4,35.43,1.5,106.21,11.5952,1.1103,#294826,10.1702,IfcWallStandardCase,9.1598,G
0.4,28.9,1.5,86.62,11.6081,1.1103,#294859,8.2852,IfcWallStandardCase,7.462,G
37.2,0.4,1.5,111.5201,11.5925,1.1103,#294892,10.6811,IfcWallStandardCase,9.62,G
10.7,0.4,1.5,32.02,11.7289,1.1105,#294925,3.0316,IfcWallStandardCase,2.73,G
4.8,0.4,1.5,14.32,11.9732,1.1113,#294958,1.3292,IfcWallStandardCase,1.196,G
3.7,0.4,1.5,11.02,12.1099,1.1121,#294991,1.012,IfcWallStandardCase,0.91,G
1.7,0.5,4.2,15.3,8.5,0.2453,#296622,0.4416,IfcWallStandardCase,1.8,G
0.5,17.8,6,218.1996,7.1251,0.1659,#296661,5.0814,IfcWallStandardCase,30.6239,G
3.5,12.2369,4.2,108.7942,7.3296,0.2406,#296703,3.5718,IfcWallStandardCase,14.8432,G
0.5,4.8123,4.2,41.9161,7.6037,0.2411,#296745,1.329,IfcWallStandardCase,5.5126,G
42.8,0.5,4.2,368.76,7.2136,0.2406,#296778,12.2979,IfcWallStandardCase,51.12,G
0.5,36.3,4.2,312.86,7.2221,0.2406,#296811,10.4215,IfcWallStandardCase,43.32,G
22.6,0.5,6,276.76,7.1008,0.1659,#297067,6.4669,IfcWallStandardCase,38.976,G
2.7,0.4,4.2,22.6,11.3,0.362,#297100,0.724,IfcWallStandardCase,2,G
5.7,0.4,4.2,47.8,10.8636,0.3611,#297133,1.5888,IfcWallStandardCase,4.4,G
0.4,4.4,4.2,36.88,10.9762,0.3613,#297364,1.2138,IfcWallStandardCase,3.36,G
0.4,6.4,2.9018,37.0637,11.0628,0.5345,#297397,1.7907,IfcWallStandardCase,3.3503,G
3,0.4,4.2,25.12,11.2143,0.3618,#297430,0.8103,IfcWallStandardCase,2.24,G
5.7,0.4,4.2,44.44,11.1658,0.3758,#297463,1.4957,IfcWallStandardCase,3.98,D1
0.4,5.7,4.2,47.8,10.8636,0.3611,#297496,1.5888,IfcWallStandardCase,4.4,G
5.4008,0.4,4.2,38.5531,11.3266,0.4575,#297594,1.5574,IfcWallStandardCase,3.4038,D1
5.4,0.4,4.2,45.28,10.8846,0.3611,#297991,1.5022,IfcWallStandardCase,4.16,G
0.4,2.3,4.2,15.5944,12.6924,0.5596,#298024,0.6876,IfcWallStandardCase,1.2286,D1
5.2,0.4,6,55.5999,11.023,0.3044,#298097,1.5352,IfcWallStandardCase,5.044,D1
0.4,3.6,6,43.1196,10.9331,0.2493,#298130,0.9832,IfcWallStandardCase,3.944,G
5.32,0.25,1.4,12.92,42.0573,4.8115,#298471,1.4781,IfcWallStandardCase,0.3072,G
17.1,0.5,4.2,147.74,7.285,0.2406,#300536,4.8794,IfcWallStandardCase,20.28,G
0.5,20.3246,6,242.6504,7.1207,0.1699,#300626,5.7894,IfcWallStandardCase,34.0769,G
3.5,12.2369,5.7986,149.3066,7.1868,0.1719,#300668,3.5718,IfcWallStandardCase,20.7751,G
0.5,4.8123,6.15,61.0065,7.4398,0.1621,#300710,1.329,IfcWallStandardCase,8.2,G
0.5,36.6,4.1,308.1,7.2344,0.2467,#300846,10.5081,IfcWallStandardCase,42.588,G
22.6,0.5,5.7185,254.5953,7.1382,0.1815,#300917,6.4742,IfcWallStandardCase,35.6667,G
2.7,0.4,5.4,29.08,11.1846,0.2785,#300950,0.724,IfcWallStandardCase,2.6,G
5.7,0.4,5.15,58.63,10.7677,0.2918,#300983,1.5888,IfcWallStandardCase,5.445,G
0.4001,13.6796,5.15,140.7115,10.5525,0.2916,#301104,3.8886,IfcWallStandardCase,13.3344,G
5.9,0.4,5.4,63.64,10.7355,0.2777,#301137,1.6465,IfcWallStandardCase,5.928,G
0.4,4.4,5.4,47.44,10.8608,0.2779,#301170,1.2138,IfcWallStandardCase,4.368,G
0.4,13.5,5.4,145.72,10.535,0.2776,#301203,3.8398,IfcWallStandardCase,13.832,G
3,0.4,5.4,32.32,11.0989,0.2783,#301236,0.8103,IfcWallStandardCase,2.912,G
5.7,0.4,5.15,55.27,10.999,0.3022,#301269,1.5183,IfcWallStandardCase,5.025,D1
0.4,5.7,5.15,58.63,10.7677,0.2918,#301302,1.5888,IfcWallStandardCase,5.445,G
5.7,0.4,5.4,61.48,10.7483,0.2778,#301335,1.5888,IfcWallStandardCase,5.72,G
10.2,0.4,5.4,110.0799,10.5846,0.2776,#301437,2.8873,IfcWallStandardCase,10.4,G
0.4,2.3,5.4,24.76,11.337,0.2788,#301470,0.609,IfcWallStandardCase,2.184,G
0.4,3.8,5.95,45.14,10.9034,0.2514,#301503,1.0408,IfcWallStandardCase,4.14,G
0.5,2.7247,4.2,23.9623,7.9677,0.2423,#302040,0.7287,IfcWallStandardCase,3.0074,G
5.8697,0.4002,6,69.9793,10.7131,0.249,#310844,1.6267,IfcWallStandardCase,6.5321,G
0.4012,5.8464,6,69.1948,10.8671,0.2492,#310911,1.5869,IfcWallStandardCase,6.3673,G
0.4,0.9633,1.2,2.2318,14.6203,1.4921,#342223,0.2278,IfcWallStandardCase,0.1527,G
7.75,0.4012,1.2,18.52,12.2649,1.4439,#342265,2.1803,IfcWallStandardCase,1.51,G
0.4,7.6121,1.95,29.6069,11.4127,0.8251,#342311,2.1404,IfcWallStandardCase,2.5942,G
0.4,2.7854,1.2,6.6049,12.7736,1.4477,#342344,0.7486,IfcWallStandardCase,0.5171,G
2.85,0.4,1.95,11.035,11.8976,0.8271,#342377,0.7672,IfcWallStandardCase,0.9275,G
6.15,0.4,1.2,14.68,12.3361,1.4442,#342410,1.7186,IfcWallStandardCase,1.19,G
1.97,0.4,1.2,4.648,13.1299,1.4526,#342443,0.5142,IfcWallStandardCase,0.354,G
2.2,0.4,1.2,5.2,13,1.4506,#342476,0.5802,IfcWallStandardCase,0.4,G
0.4,0.7,1.2,1.6,16,1.5546,#342509,0.1555,IfcWallStandardCase,0.1,G
2.8,0.4,1.2,6.6401,12.7692,1.4476,#342677,0.7528,IfcWallStandardCase,0.52,G
2.95,0.4,1.2,6.9999,12.7273,1.4472,#342809,0.7959,IfcWallStandardCase,0.55,G
0.4,6.605,1.5,19.735,11.8507,1.1108,#342842,1.8499,IfcWallStandardCase,1.6653,G
0.4,6.605,1.2,15.772,12.3123,1.4441,#342875,1.8499,IfcWallStandardCase,1.281,G
3,0.4,1.5,8.92,12.2527,1.1131,#342908,0.8103,IfcWallStandardCase,0.728,G
13.85,0.4,1.2,33.16,12.1465,1.4435,#342941,3.9408,IfcWallStandardCase,2.73,G
7.65,0.4,1.2,18.28,12.2685,1.4439,#342974,2.1514,IfcWallStandardCase,1.49,G
3.2,0.4,1.2,7.6,12.6667,1.4466,#343142,0.8679,IfcWallStandardCase,0.6,G
0.35,0.805,5.7,8.4865,17.0028,0.3605,#343474,0.1799,IfcWallStandardCase,0.4991,G
0.295,2.305,5.05,21.7399,22.4151,0.6272,#343623,0.6083,IfcWallStandardCase,0.9699,G
5.2,0.5,4.2,45.4,7.5667,0.241,#343656,1.446,IfcWallStandardCase,6,G
9.7,0.5,4.2,84.1,7.3772,0.2407,#343689,2.7438,IfcWallStandardCase,11.4,G
0.295,2.305,2.8444,12.0354,22.7591,1.1503,#343722,0.6083,IfcWallStandardCase,0.5288,G
0.295,1.1,6.65,13.0065,23.5849,0.4737,#362315,0.2613,IfcWallStandardCase,0.5515,G
0.295,1.2,6.65,14.3153,23.3627,0.4732,#362348,0.29,IfcWallStandardCase,0.6127,G
0.295,1.1825,6.75,14.3019,23.3936,0.4661,#362381,0.2849,IfcWallStandardCase,0.6114,G
0.295,1.0998,5.5,10.7155,23.6528,0.5765,#362414,0.2612,IfcWallStandardCase,0.453,G
0.295,1.1975,5.3,11.333,23.4498,0.5985,#362447,0.2893,IfcWallStandardCase,0.4833,G
0.295,1.2001,5.2,11.1415,23.4523,0.6105,#362480,0.29,IfcWallStandardCase,0.4751,G
0.295,1.235,5.15,11.3837,23.389,0.6165,#362513,0.3,IfcWallStandardCase,0.4867,G
0.295,1.1,5.05,9.8225,23.6872,0.63,#362546,0.2613,IfcWallStandardCase,0.4147,G
1.1002,0.295,5.5,10.72,23.6518,0.5765,#362579,0.2613,IfcWallStandardCase,0.4532,G
1.2025,0.295,4.7,10.068,23.4921,0.6783,#362678,0.2907,IfcWallStandardCase,0.4286,G
1.2,0.295,4.7,10.0451,23.497,0.6783,#362711,0.29,IfcWallStandardCase,0.4275,G
0.295,1.195,4.7,9.999,23.5071,0.6783,#362744,0.2885,IfcWallStandardCase,0.4254,G
1.1,0.295,4.7,9.126,23.7193,0.679,#362777,0.2613,IfcWallStandardCase,0.3847,G
5.5496,0.295,1.65,16.8058,22.8058,2.096,#362810,1.5445,IfcWallStandardCase,0.7369,G
0.295,1.1,7.05,13.8025,23.5668,0.4461,#362843,0.2613,IfcWallStandardCase,0.5857,G
1.075,0.295,4.7,8.8963,23.7828,0.6792,#362876,0.2541,IfcWallStandardCase,0.3741,G
9.1,0.295,1.65,27.7765,22.6567,2.0958,#362909,2.5694,IfcWallStandardCase,1.226,G
0.295,1.1,4.7,9.126,23.7193,0.679,#362942,0.2613,IfcWallStandardCase,0.3848,G
0.295,7.2,1.75,23.3245,22.6287,1.9606,#362975,2.0209,IfcWallStandardCase,1.0308,G
0.295,6.6025,1.75,21.3587,22.6553,1.9607,#363008,1.8484,IfcWallStandardCase,0.9428,G
0.295,6.465,1.75,20.9064,22.6622,1.9607,#363041,1.8088,IfcWallStandardCase,0.9225,G
0.295,10.9,1.75,35.4975,22.5299,1.9605,#363074,3.0889,IfcWallStandardCase,1.5756,G
0.295,2.305,4.7,20.1999,22.4472,0.676,#363107,0.6083,IfcWallStandardCase,0.8999,G
14.285,0.295,4.7,123.8179,21.8015,0.728,#363173,4.1347,IfcWallStandardCase,5.6793,W1
14.345,0.295,4.3,112.9774,21.8632,0.8054,#363229,4.162,IfcWallStandardCase,5.1675,W1
14.25,0.295,4.3,112.1804,21.8655,0.8053,#363285,4.1318,IfcWallStandardCase,5.1305,W1
14.345,0.295,4.7,124.3694,21.8001,0.7283,#363565,4.155,IfcWallStandardCase,5.705,W1
14.345,0.295,6.45,174.2094,21.6232,0.5132,#363621,4.1347,IfcWallStandardCase,8.0566,W1
0.295,7.8,4.7,70.699,21.7602,0.6753,#363677,2.1941,IfcWallStandardCase,3.249,G
0.295,7.895,4.3,65.34,21.8003,0.7412,#363710,2.2215,IfcWallStandardCase,2.9972,G
0.295,7.8,4.3,64.543,21.8036,0.7412,#363743,2.1941,IfcWallStandardCase,2.9602,G
0.295,7.8,6.45,97.6315,21.6358,0.4862,#363941,2.1941,IfcWallStandardCase,4.5125,G
3.0475,0.295,3.5,19.9615,22.3611,0.9213,#364840,0.8225,IfcWallStandardCase,0.8927,G
0.295,1.3,4.65,10.8445,23.3203,0.6854,#364873,0.3187,IfcWallStandardCase,0.465,G
0.295,1.3,4.3,10.008,23.3586,0.7439,#364906,0.3187,IfcWallStandardCase,0.4284,G
0.295,1.3,4.7,10.964,23.3153,0.6778,#365104,0.3187,IfcWallStandardCase,0.4702,G
0.295,1.3,6.45,15.1465,23.1908,0.488,#365137,0.3187,IfcWallStandardCase,0.6531,G
0.35,0.75,5.75,7.9346,17.3303,0.3594,#365170,0.1646,IfcWallStandardCase,0.4578,G
0.35,0.9,4.3,7.1797,16.6784,0.48,#365203,0.2067,IfcWallStandardCase,0.4305,G
0.35,0.9,4.7,7.8597,16.6351,0.4374,#365335,0.2067,IfcWallStandardCase,0.4725,G
0.35,0.9,6.55,11.0045,16.5056,0.31,#365368,0.2067,IfcWallStandardCase,0.6667,G
2.35,0.35,4.3,19.5049,14.7514,0.4705,#365401,0.6222,IfcWallStandardCase,1.3222,G
2.35,0.35,4.7,21.3449,14.708,0.4287,#365533,0.6222,IfcWallStandardCase,1.4512,G
2.35,0.35,6.55,29.8548,14.5785,0.3038,#365566,0.6222,IfcWallStandardCase,2.0479,G
10.9,0.35,4.3,86.49,14.2476,0.5171,#365599,3.1393,IfcWallStandardCase,6.0705,W1
0.35,2.375,4.3,19.7175,14.7407,0.4705,#365659,0.6294,IfcWallStandardCase,1.3376,G
0.35,0.805,4.3,6.3725,17.1269,0.4836,#365692,0.1799,IfcWallStandardCase,0.3721,G
10.9,0.35,4.7,95.17,14.178,0.467,#366103,3.135,IfcWallStandardCase,6.7125,W1
0.35,2.375,4.7,21.5775,14.6973,0.4287,#366163,0.6294,IfcWallStandardCase,1.4681,G
0.35,0.805,4.7,6.9765,17.0836,0.4406,#366196,0.1799,IfcWallStandardCase,0.4084,G
10.9,0.35,6.6,136.4,13.9725,0.3198,#366229,3.1218,IfcWallStandardCase,9.762,W1
0.35,2.47,6.6,31.657,14.5269,0.3014,#366289,0.6567,IfcWallStandardCase,2.1792,G
0.35,0.805,6.6,9.8455,16.9516,0.3098,#366322,0.1799,IfcWallStandardCase,0.5808,G
4.33,0.295,4.65,33.1366,22.6963,0.8048,#366355,1.1749,IfcWallStandardCase,1.46,D1W1
4.155,0.295,4.3,28.7109,22.886,0.8803,#366432,1.1043,IfcWallStandardCase,1.2545,D1W1
4.305,0.295,4.3,29.9694,22.8261,0.8721,#366509,1.145,IfcWallStandardCase,1.3129,D1W1
4.155,0.295,4.7,31.9509,22.7439,0.7903,#366894,1.1102,IfcWallStandardCase,1.4048,D1W1
4.155,0.295,6.45,46.1258,22.3659,0.5461,#366971,1.1262,IfcWallStandardCase,2.0623,D1W1
10.785,0.202,2.91,50.2318,1001.2194,54.9675,#367716,2.7578,IfcWallStandardCase,0.0502,W1
0.202,0.402,2.91,1.1065,1010.639,53.2637,#367804,0.0583,IfcWallStandardCase,0.0011,G
0.202,0.8,2.91,3.2652,1004.0713,53.2614,#367837,0.1732,IfcWallStandardCase,0.0033,G
1.002,0.202,2.91,4.3609,1003.2318,53.2613,#367870,0.2315,IfcWallStandardCase,0.0043,G
0.202,1,2.91,4.35,1003.238,53.2613,#367903,0.2309,IfcWallStandardCase,0.0043,G
2.298,0.202,2.91,11.3904,1001.6913,53.2611,#367936,0.6056,IfcWallStandardCase,0.0114,G
0.202,0.6,2.91,2.1804,1005.738,53.2618,#367969,0.1155,IfcWallStandardCase,0.0022,G
0.6,0.202,2.91,2.1805,1005.7379,53.2618,#368002,0.1155,IfcWallStandardCase,0.0022,G
6.126,0.202,2.91,32.1535,1001.0755,53.2611,#368112,1.7107,IfcWallStandardCase,0.0321,G
3.228,0.202,2.91,10.1813,1002.9462,101.8325,#368145,1.0337,IfcWallStandardCase,0.0102,D1
0.202,0.922,2.91,3.927,1003.5081,53.2613,#368201,0.2084,IfcWallStandardCase,0.0039,G
0.202,8.3,2.91,43.9452,1000.9849,53.2611,#368234,2.3383,IfcWallStandardCase,0.0439,G
0.202,1.004,2.91,4.3717,1003.2256,53.2613,#368267,0.2321,IfcWallStandardCase,0.0044,G
0.202,4.2,2.91,21.7068,1001.238,53.2611,#368300,1.1547,IfcWallStandardCase,0.0217,G
0.798,0.202,2.91,3.2544,1004.0825,53.2614,#368333,0.1726,IfcWallStandardCase,0.0032,G
0.798,0.202,2.91,3.2543,1004.0825,53.2614,#368399,0.1726,IfcWallStandardCase,0.0032,G
1,0.202,2.91,4.35,1003.238,53.2613,#368465,0.2309,IfcWallStandardCase,0.0043,G
0.999,0.202,2.91,4.3446,1003.2411,53.2613,#368531,0.2307,IfcWallStandardCase,0.0043,G
0.999,0.202,2.91,4.3447,1003.2411,53.2613,#368564,0.2307,IfcWallStandardCase,0.0043,G
0.202,1.003,2.91,4.3663,1003.2287,53.2613,#368696,0.2318,IfcWallStandardCase,0.0044,G
