X,Y,Z,areas,ax1s,ax2s,bat_ids,gyrations,types,volumes,type 2
0.45,4.45,3.52,23.8801,10.9667,0.5828,#543321,1.2691,IfcWallStandardCase,2.1775,W1
4.2,0.45,3.52,30.22,9.1024,0.3485,#544283,1.157,IfcWallStandardCase,3.32,G
0.4,4.765,15.84,150.8752,10.566,0.0924,#544340,1.3191,IfcWallStandardCase,14.2793,G
11.35,0.4,15.84,359.488,10.3072,0.0923,#544417,3.2192,IfcWallStandardCase,34.8772,G
0.4,4.5,15.84,142.48,10.593,0.0924,#544497,1.2426,IfcWallStandardCase,13.4504,G
1.2259,0.3,3.52,7.6811,22.5519,0.8736,#556094,0.2976,IfcWallStandardCase,0.3406,G
0.3,0.729,3.52,4.2827,24.3828,0.8849,#556151,0.1554,IfcWallStandardCase,0.1756,G
0.3,0.8919,3.52,5.3965,23.493,0.8785,#556265,0.2018,IfcWallStandardCase,0.2297,G
0.4,5.9,3.52,38.686,11.426,0.4677,#556630,1.5834,IfcWallStandardCase,3.3858,D1
0.45,4.565,3.52,24.7012,10.8674,0.5809,#556765,1.3205,IfcWallStandardCase,2.273,W1
5.6,0.4,3.4,35.27,11.3811,0.5299,#610682,1.6421,IfcWallStandardCase,3.099,D1
5.1,0.4,3.4,34.6,11.0332,0.4514,#610740,1.4157,IfcWallStandardCase,3.136,G
5,0.4,3.4,33.92,11.0417,0.4514,#611139,1.3868,IfcWallStandardCase,3.072,G
5.6,0.4,3.4,35.27,11.3811,0.5267,#611196,1.6321,IfcWallStandardCase,3.099,D1
0.3,1.3,3.52,8.188,22.4206,0.8731,#611315,0.3189,IfcWallStandardCase,0.3652,G
0.7,0.3,3.52,4.084,24.6024,0.8867,#611377,0.1472,IfcWallStandardCase,0.166,G
0.6,0.3,3.52,3.4,25.6024,0.8963,#611563,0.119,IfcWallStandardCase,0.1328,G
0.3,1.4,3.52,8.872,22.2691,0.8725,#611625,0.3476,IfcWallStandardCase,0.3984,G
0.4,5.75,3.52,40.4,10.9628,0.435,#612993,1.6032,IfcWallStandardCase,3.6852,G
0.4,5.75,3.52,38.01,11.4206,0.4866,#613556,1.6195,IfcWallStandardCase,3.3282,D1
0.6542,0.3,3.52,3.7707,25.0058,0.8903,#613695,0.1343,IfcWallStandardCase,0.1508,G
0.3,0.7558,3.52,4.4655,24.201,0.8835,#613757,0.163,IfcWallStandardCase,0.1845,G
0.4,3.775,3.52,20.496,12.6691,0.6226,#613819,1.0073,IfcWallStandardCase,1.6178,D1
0.4,2.75,3.52,13.2801,14.1698,0.8631,#613958,0.8089,IfcWallStandardCase,0.9372,D1
4.15,0.4,3.52,26.746,11.8042,0.5256,#615113,1.1909,IfcWallStandardCase,2.2658,D1
0.3,0.475,3.52,2.5452,27.8745,0.9252,#615649,0.0845,IfcWallStandardCase,0.0913,G
5.6,0.4,3.52,36.954,11.4458,0.5076,#616095,1.6389,IfcWallStandardCase,3.2286,D1
1.3225,0.4,3.4,8.5692,12.6158,0.4608,#616905,0.313,IfcWallStandardCase,0.6792,G
3.9411,0.4,3.4,26.3819,11.2316,0.4519,#616996,1.0615,IfcWallStandardCase,2.3489,G
1.2458,1.3283,3.4,10.9768,12.3976,0.4581,#617062,0.4056,IfcWallStandardCase,0.8854,G
0.3,1.3,3.52,8.1879,22.4206,0.8731,#617657,0.3188,IfcWallStandardCase,0.3652,G
0.8,0.3,3.52,4.768,23.9357,0.8815,#617905,0.1756,IfcWallStandardCase,0.1992,G
0.4,6.235,3.52,41.4244,11.3484,0.479,#618630,1.7485,IfcWallStandardCase,3.6502,D1
1.2,0.3,3.52,7.504,22.6024,0.8738,#618908,0.2901,IfcWallStandardCase,0.332,G
0.3,0.4,3.52,2.0321,30.6018,0.9721,#618970,0.0646,IfcWallStandardCase,0.0664,G
0.3,0.5398,3.52,2.988,26.4889,0.9064,#619892,0.1022,IfcWallStandardCase,0.1128,G
0.7587,0.3,3.52,4.4857,24.182,0.8833,#619954,0.1639,IfcWallStandardCase,0.1855,G
0.3,0.7398,3.52,4.3559,24.3078,0.8843,#620016,0.1585,IfcWallStandardCase,0.1792,G
0.4,5.85,3.52,38.714,11.4046,0.4674,#620202,1.5866,IfcWallStandardCase,3.3946,D1
4.1,0.4,3.52,22.784,12.4258,0.5689,#620341,1.0431,IfcWallStandardCase,1.8336,D1
0.4,5.75,3.52,38.0101,11.4206,0.4643,#620403,1.5453,IfcWallStandardCase,3.3282,D1
2.5,0.4,3.52,15.13,12.9294,0.628,#620619,0.7349,IfcWallStandardCase,1.1702,D1
0.4,1.95,3.52,13.6478,11.7453,0.4376,#620681,0.5085,IfcWallStandardCase,1.162,G
4.05,0.4,3.52,28.432,11.1219,0.4353,#621041,1.1129,IfcWallStandardCase,2.5564,G
0.4,2.1,3.52,12.314,13.6126,0.6984,#621103,0.6318,IfcWallStandardCase,0.9046,D1
3.3,0.4,3.52,20.762,12.2029,0.5618,#621304,0.9559,IfcWallStandardCase,1.7014,D1
0.4,2.34,3.52,16.3942,11.5426,0.4367,#621366,0.6202,IfcWallStandardCase,1.4203,G
1.2,0.4,3.52,8.368,12.6024,0.4434,#621453,0.2944,IfcWallStandardCase,0.664,G
2.12,0.535,3.52,16.2596,7.6142,0.2635,#711066,0.5626,IfcWallStandardCase,2.1354,G
0.4,0.7,3.52,4.8481,14.6023,0.4682,#770313,0.1555,IfcWallStandardCase,0.332,G
1.85,0.4,3.52,12.944,11.8145,0.4379,#770437,0.4798,IfcWallStandardCase,1.0956,G
4.2,0.4,3.52,26.718,11.8378,0.543,#770499,1.2255,IfcWallStandardCase,2.257,D1
4.2,0.4,3.52,26.718,11.8378,0.5435,#770623,1.2266,IfcWallStandardCase,2.257,D1
4.2,0.4,3.52,26.718,11.8378,0.5465,#770685,1.2335,IfcWallStandardCase,2.257,D1
4.2,0.4,3.52,26.718,11.8378,0.5103,#771119,1.1518,IfcWallStandardCase,2.257,D1
4.2,0.4,3.52,26.718,11.8378,0.513,#771181,1.1578,IfcWallStandardCase,2.257,D1
6.35,0.4,3.52,38.624,11.6072,0.5866,#771243,1.9519,IfcWallStandardCase,3.3276,D1
4.15,0.4,3.52,26.746,11.8042,0.4988,#772297,1.1303,IfcWallStandardCase,2.2658,D1
4.2,0.4,3.52,27.098,11.7869,0.5017,#772359,1.1535,IfcWallStandardCase,2.299,D1
4.15,0.4,3.52,23.136,12.3934,0.6991,#772483,1.3051,IfcWallStandardCase,1.8668,D1
4.2,0.4,3.52,27.098,11.7869,0.4849,#772545,1.1148,IfcWallStandardCase,2.299,D1
4.15,0.4,3.52,26.746,11.8042,0.5127,#772917,1.1616,IfcWallStandardCase,2.2658,D1
4.2,0.4,3.52,27.098,11.7869,0.5117,#772979,1.1765,IfcWallStandardCase,2.299,D1
4.2,0.4,3.52,27.098,11.7869,0.5108,#773041,1.1743,IfcWallStandardCase,2.299,D1
5,0.4,3.52,32.73,11.5646,0.455,#773624,1.2878,IfcWallStandardCase,2.8302,D1
8.55,0.4,3.52,60.112,10.8419,0.4349,#775110,2.4111,IfcWallStandardCase,5.5444,G
4.15,0.4,3.52,23.136,12.3934,0.6476,#775296,1.2089,IfcWallStandardCase,1.8668,D1
4.2,0.4,3.52,27.098,11.7869,0.5388,#775358,1.2387,IfcWallStandardCase,2.299,D1
4.2,0.4,3.52,27.098,11.7869,0.5316,#775668,1.2222,IfcWallStandardCase,2.299,D1
4.15,0.4,3.52,26.746,11.8042,0.5125,#775792,1.1612,IfcWallStandardCase,2.2658,D1
4.2,0.4,3.52,27.098,11.7869,0.5378,#775854,1.2365,IfcWallStandardCase,2.299,D1
4.2,0.4,3.52,27.098,11.7869,0.5373,#775916,1.2352,IfcWallStandardCase,2.299,D1
0.4,5.4602,3.52,38.3602,10.9826,0.4351,#775978,1.5196,IfcWallStandardCase,3.4928,G
4.25,0.4,3.52,27.45,11.77,0.5062,#776350,1.1806,IfcWallStandardCase,2.3322,D1
0.4,1.4,3.52,9.7761,12.2691,0.4407,#776863,0.3512,IfcWallStandardCase,0.7968,G
4.075,0.4,3.52,22.608,12.4425,0.5889,#777324,1.0701,IfcWallStandardCase,1.817,D1
4.075,0.4,3.52,28.608,11.1185,0.4353,#777381,1.1201,IfcWallStandardCase,2.573,G
0.4,1.25,3.52,8.7201,12.5071,0.4426,#777438,0.3086,IfcWallStandardCase,0.6972,G
0.4,5.9,3.52,38.6861,11.426,0.4977,#779967,1.685,IfcWallStandardCase,3.3858,D1
0.4,5.9,3.52,41.456,10.9533,0.435,#780383,1.6465,IfcWallStandardCase,3.7848,G
0.4,2.9,3.52,14.3359,13.8272,0.7924,#782264,0.8216,IfcWallStandardCase,1.0368,D1
4.15,0.4,3.52,26.746,11.8042,0.4955,#782465,1.1227,IfcWallStandardCase,2.2658,D1
0.4,5.75,3.52,38.0101,11.4206,0.4643,#784126,1.5454,IfcWallStandardCase,3.3282,D1
4.1,0.4,3.52,28.784,11.1152,0.4353,#784720,1.1273,IfcWallStandardCase,2.5896,G
0.3,0.9442,3.4,5.5517,23.3125,0.9102,#784782,0.2168,IfcWallStandardCase,0.2381,G
1.5329,0.3,3.4,9.437,22.1255,0.9046,#785513,0.3859,IfcWallStandardCase,0.4265,G
0.3,0.965,3.4,5.6887,23.2395,0.9098,#785570,0.2227,IfcWallStandardCase,0.2448,G
0.3,0.7898,3.4,4.5324,24.0163,0.915,#785627,0.1727,IfcWallStandardCase,0.1887,G
1.7175,0.3,3.4,10.6552,21.943,0.9041,#785684,0.439,IfcWallStandardCase,0.4856,G
0.3,0.6898,3.4,3.8724,24.7087,0.9207,#785741,0.1443,IfcWallStandardCase,0.1567,G
0.4,2.1,3.4,11.47,13.3527,0.7346,#785875,0.631,IfcWallStandardCase,0.859,D1
0.3,0.7767,3.4,4.4463,24.0929,0.9156,#786145,0.169,IfcWallStandardCase,0.1845,G
1.7246,0.3,3.4,10.7022,21.9368,0.904,#786202,0.4411,IfcWallStandardCase,0.4879,G
0.3,0.6767,3.4,3.7863,24.8204,0.9217,#786259,0.1406,IfcWallStandardCase,0.1525,G
4.35,0.4,3.4,26.77,11.6442,0.5367,#786316,1.2339,IfcWallStandardCase,2.299,D1
0.4,8.25,3.4,49.3,11.2147,0.4761,#786373,2.0928,IfcWallStandardCase,4.396,D1
0.6199,0.3,3.4,3.4113,25.3881,0.9273,#786584,0.1246,IfcWallStandardCase,0.1344,G
0.3,0.7793,3.4,4.4631,24.0777,0.9155,#786641,0.1697,IfcWallStandardCase,0.1854,G
0.4,0.7,3.4,4.6801,14.6249,0.4858,#787197,0.1555,IfcWallStandardCase,0.32,G
0.4,5.9,3.4,36.8901,11.3543,0.519,#787311,1.6863,IfcWallStandardCase,3.249,D1
1.2,0.4,3.4,8.08,12.625,0.46,#787368,0.2944,IfcWallStandardCase,0.64,G
1,0.3,3.4,5.92,23.125,0.9091,#787539,0.2327,IfcWallStandardCase,0.256,G
0.4,0.6,3.4,4.0001,15.6248,0.5043,#787596,0.1291,IfcWallStandardCase,0.256,G
0.3,2.9919,3.4,19.0663,21.3414,0.9027,#787942,0.8065,IfcWallStandardCase,0.8934,G
2.3,0.3,3.4,14.5,21.5774,0.9031,#787999,0.6069,IfcWallStandardCase,0.672,G
0.3,0.8919,3.4,5.2064,23.5157,0.9115,#788056,0.2018,IfcWallStandardCase,0.2214,G
0.3,0.8267,3.4,4.7764,23.8161,0.9135,#788170,0.1832,IfcWallStandardCase,0.2006,G
1.1259,0.3,3.4,6.7509,22.7851,0.9074,#788227,0.2688,IfcWallStandardCase,0.2963,G
0.3,0.8398,3.4,4.8626,23.751,0.9131,#788362,0.1869,IfcWallStandardCase,0.2047,G
0.7587,0.3,3.4,4.3276,24.2046,0.9164,#788419,0.1639,IfcWallStandardCase,0.1788,G
0.3,0.7398,3.4,4.2026,24.3302,0.9175,#788476,0.1585,IfcWallStandardCase,0.1727,G
9,0.4,3.4,57.97,11.0778,0.4885,#788533,2.5565,IfcWallStandardCase,5.233,D1
0.4,2.1,3.4,7.48,16.2609,1.295,#789746,0.5957,IfcWallStandardCase,0.46,D1
0.3,0.5793,3.4,3.1431,25.8984,0.9329,#790567,0.1132,IfcWallStandardCase,0.1214,G
0.5428,0.3,3.4,2.9025,26.4592,0.9397,#790624,0.1031,IfcWallStandardCase,0.1097,G
0.3,0.3293,3.4,1.4932,36.0958,1.1405,#790681,0.0472,IfcWallStandardCase,0.0414,G
0.4,2.75,3.4,18.6201,11.4093,0.4524,#790987,0.7384,IfcWallStandardCase,1.632,G
4.25,0.4,3.4,28.82,11.1188,0.4516,#791230,1.1706,IfcWallStandardCase,2.592,G
0.55,0.3,3.4,2.95,26.3393,0.9382,#791344,0.1051,IfcWallStandardCase,0.112,G
0.3,0.4613,3.4,2.3646,28.2791,0.9659,#791401,0.0808,IfcWallStandardCase,0.0836,G
0.5928,0.3,3.4,3.2325,25.7166,0.9309,#791458,0.117,IfcWallStandardCase,0.1257,G
0.3,0.5613,3.4,3.0245,26.1608,0.936,#791515,0.1082,IfcWallStandardCase,0.1156,G
0.51,0.3,3.4,2.686,27.0766,0.9479,#791572,0.094,IfcWallStandardCase,0.0992,G
0.3,0.8398,3.4,4.8624,23.7512,0.9131,#791941,0.1869,IfcWallStandardCase,0.2047,G
0.8087,0.3,3.4,4.6576,23.9106,0.9142,#791998,0.1781,IfcWallStandardCase,0.1948,G
0.4,5.75,3.4,39.02,10.9854,0.4513,#792055,1.6032,IfcWallStandardCase,3.552,G
0.55,5.7875,3.52,43.3363,6.6746,0.2489,#932975,1.6161,IfcWallStandardCase,6.4927,G
0.55,5.6875,3.52,42.6023,6.6812,0.2489,#933037,1.5873,IfcWallStandardCase,6.3765,G
0.4,6.1675,3.52,43.3391,10.9376,0.435,#933549,1.7236,IfcWallStandardCase,3.9624,G
4.2,0.4,3.52,22.558,11.9747,0.6751,#933797,1.2718,IfcWallStandardCase,1.8838,D1
4.2,0.4,3.52,26.718,11.8378,0.5145,#933859,1.1612,IfcWallStandardCase,2.257,D1
4.2,0.4,3.52,26.718,11.8378,0.5426,#933921,1.2246,IfcWallStandardCase,2.257,D1
4.2,0.4,3.52,22.558,11.9747,0.6561,#933983,1.2359,IfcWallStandardCase,1.8838,D1
6.35,0.4,3.52,38.624,11.6072,0.5849,#934541,1.9463,IfcWallStandardCase,3.3276,D1
0.4,5.75,3.52,38.0101,11.4206,0.4802,#935285,1.598,IfcWallStandardCase,3.3282,D1
4.15,0.4,3.52,26.746,11.8042,0.5121,#935595,1.1603,IfcWallStandardCase,2.2658,D1
4.2,0.4,3.52,27.098,11.7869,0.5249,#935657,1.2066,IfcWallStandardCase,2.299,D1
4.2,0.4,3.52,27.098,11.7869,0.5245,#935843,1.2058,IfcWallStandardCase,2.299,D1
4.15,0.4,3.52,23.136,12.3934,0.6632,#936215,1.238,IfcWallStandardCase,1.8668,D1
4.2,0.4,3.52,27.098,11.7869,0.5071,#936277,1.1658,IfcWallStandardCase,2.299,D1
4.25,0.4,3.52,23.84,12.3319,0.6643,#936463,1.2842,IfcWallStandardCase,1.9332,D1
8,0.4,3.52,47.88,11.2521,0.4709,#937108,2.0036,IfcWallStandardCase,4.2552,D1
4.2,0.4,3.52,23.488,12.3621,0.6849,#938469,1.3014,IfcWallStandardCase,1.9,D1
4.2,0.4,3.52,27.098,11.7869,0.5089,#938531,1.1699,IfcWallStandardCase,2.299,D1
4.2,0.4,3.52,27.098,11.7869,0.5249,#938717,1.2067,IfcWallStandardCase,2.299,D1
7.95,0.4,3.52,47.604,11.2528,0.4706,#939300,1.991,IfcWallStandardCase,4.2304,D1
0.4,1.55,3.52,10.8321,12.0839,0.4395,#939875,0.394,IfcWallStandardCase,0.8964,G
0.4,5.75,3.52,38.0101,11.4206,0.5056,#940160,1.6828,IfcWallStandardCase,3.3282,D1
4.075,0.4,3.52,22.608,12.4425,0.6982,#940336,1.2686,IfcWallStandardCase,1.817,D1
5.6,0.4,3.52,36.954,11.4458,0.4923,#942928,1.5893,IfcWallStandardCase,3.2286,D1
5.1,0.4,3.52,33.434,11.5425,0.4883,#942985,1.4143,IfcWallStandardCase,2.8966,D1
5.6,0.4,3.52,36.954,11.4458,0.4949,#943042,1.598,IfcWallStandardCase,3.2286,D1
5,0.4,3.52,32.73,11.5646,0.4857,#943384,1.3745,IfcWallStandardCase,2.8302,D1
0.4,2.75,3.52,19.2799,11.3867,0.4361,#944418,0.7384,IfcWallStandardCase,1.6932,G
4.15,0.4,3.52,26.746,11.8042,0.5272,#944534,1.1945,IfcWallStandardCase,2.2658,D1
4.075,0.4,3.52,22.608,12.4425,0.6965,#944596,1.2656,IfcWallStandardCase,1.817,D1
0.4,5.75,3.52,38.0101,11.4206,0.487,#945829,1.6209,IfcWallStandardCase,3.3282,D1
4.1,0.4,3.52,26.394,11.8221,0.5402,#946031,1.206,IfcWallStandardCase,2.2326,D1
1.1772,0.4,3.52,8.2072,12.6492,0.4438,#946878,0.2879,IfcWallStandardCase,0.6488,G
0.4,0.6,3.52,4.1441,15.6023,0.4861,#947049,0.1291,IfcWallStandardCase,0.2656,G
4.2,0.4,3.52,21.888,12.7256,0.8046,#947260,1.384,IfcWallStandardCase,1.72,D1
0.9714,0.4,3.52,6.7585,13.1952,0.4491,#947530,0.23,IfcWallStandardCase,0.5122,G
0.4,1.0047,3.52,6.9928,13.0879,0.448,#947587,0.2394,IfcWallStandardCase,0.5343,G
0.4,5.518,3.52,35.9967,11.4926,0.4997,#947719,1.5651,IfcWallStandardCase,3.1322,D1
0.4,2.75,3.52,19.2801,11.3867,0.4361,#948142,0.7384,IfcWallStandardCase,1.6932,G
4.25,0.4,3.52,29.84,11.0962,0.4353,#948253,1.1706,IfcWallStandardCase,2.6892,G
0.45,4.7325,3.52,25.8971,10.7369,0.5753,#994878,1.3877,IfcWallStandardCase,2.412,W1
1.87,0.535,3.52,14.4254,7.8133,0.2648,#996332,0.4889,IfcWallStandardCase,1.8463,G
0.3,0.8679,3.4,5.0484,23.6193,0.9122,#1007435,0.195,IfcWallStandardCase,0.2137,G
1.65,0.3,3.4,10.21,22.0043,0.9043,#1007492,0.4196,IfcWallStandardCase,0.464,G
0.3,0.6793,3.4,3.8031,24.7981,0.9215,#1008347,0.1413,IfcWallStandardCase,0.1534,G
0.6587,0.3,3.4,3.6676,24.9849,0.9233,#1009031,0.1355,IfcWallStandardCase,0.1468,G
0.35,2.1,3.52,14.182,14.9884,0.5815,#1009088,0.5502,IfcWallStandardCase,0.9462,G
0.4,0.5,3.52,3.4401,17.2688,0.5225,#1010114,0.1041,IfcWallStandardCase,0.1992,G
0.4,0.682,3.4,4.5577,14.7743,0.4883,#1010425,0.1506,IfcWallStandardCase,0.3085,G
0.9745,0.4,3.4,6.5463,13.2074,0.4659,#1010482,0.2309,IfcWallStandardCase,0.4957,G
0.3,0.7634,3.4,4.3581,24.1752,0.9162,#1010596,0.1652,IfcWallStandardCase,0.1803,G
0.6699,0.3,3.4,3.7415,24.881,0.9223,#1010653,0.1387,IfcWallStandardCase,0.1504,G
0.3,0.6634,3.4,3.6981,24.9414,0.9229,#1010710,0.1368,IfcWallStandardCase,0.1483,G
0.5699,0.3,3.4,3.0815,26.0315,0.9345,#1010767,0.1106,IfcWallStandardCase,0.1184,G
1.1272,0.4,3.4,7.5847,12.7821,0.4614,#1011546,0.2738,IfcWallStandardCase,0.5934,G
0.4,0.682,3.4,4.5575,14.7745,0.4883,#1011603,0.1506,IfcWallStandardCase,0.3085,G
1.2,0.3,3.4,7.24,22.625,0.9066,#1012251,0.2901,IfcWallStandardCase,0.32,G
0.3,0.4,3.4,1.9601,30.6244,1.0086,#1012308,0.0646,IfcWallStandardCase,0.064,G
4.05,0.4,3.4,24.73,11.7371,0.4984,#1012583,1.0501,IfcWallStandardCase,2.107,D1
4.1,0.4,3.4,25.07,11.7204,0.4971,#1012640,1.0632,IfcWallStandardCase,2.139,D1
4.05,0.4,3.4,24.73,11.7371,0.5675,#1012697,1.1957,IfcWallStandardCase,2.107,D1
0.3,0.5398,3.4,2.8824,26.5115,0.9404,#1012831,0.1022,IfcWallStandardCase,0.1087,G
0.3,0.3,3.4,1.3001,40.6225,1.2757,#1012965,0.0408,IfcWallStandardCase,0.032,G
0.8565,0.3,3.4,4.9727,23.6716,0.9125,#1013022,0.1917,IfcWallStandardCase,0.2101,G
0.3,0.5,3.4,2.6201,27.2914,0.9509,#1013079,0.0913,IfcWallStandardCase,0.096,G
0.6542,0.3,3.4,3.6377,25.0284,0.9237,#1013136,0.1343,IfcWallStandardCase,0.1453,G
0.3,0.6058,3.4,3.3182,25.5536,0.9291,#1013193,0.1206,IfcWallStandardCase,0.1299,G
0.4542,0.3,3.4,2.3177,28.4929,0.9694,#1013250,0.0789,IfcWallStandardCase,0.0813,G
0.3,0.4679,3.4,2.4083,28.0897,0.9629,#1015105,0.0826,IfcWallStandardCase,0.0857,G
0.4,8.25,3.4,49.3,11.2147,0.4761,#1015297,2.0929,IfcWallStandardCase,4.396,D1
0.4,5.6875,3.4,38.595,10.9895,0.4514,#1015354,1.5852,IfcWallStandardCase,3.512,G
0.4,5.6875,3.52,39.9601,10.9669,0.435,#1015643,1.5852,IfcWallStandardCase,3.6437,G
0.3,0.4398,3.4,2.2224,28.9666,0.9774,#1015824,0.075,IfcWallStandardCase,0.0767,G
0.4,2,1.3,5.12,12.9293,1.3202,#1015958,0.5228,IfcWallStandardCase,0.396,G
0.4,5.7875,3.4,39.2749,10.9829,0.4513,#1016092,1.614,IfcWallStandardCase,3.576,G
0.8597,0.3,3.4,4.9939,23.6568,0.9124,#1016206,0.1926,IfcWallStandardCase,0.2111,G
0.3,0.5,3.4,2.6202,27.2911,0.9509,#1016263,0.0913,IfcWallStandardCase,0.096,G
0.55,2.4,4.36,20.468,8.4217,0.2741,#1158008,0.6662,IfcWallStandardCase,2.4304,W1
0.55,5.55,4.36,51.169,6.5689,0.1987,#1158097,1.5477,IfcWallStandardCase,7.7896,G
0.55,5.85,4.36,53.875,6.549,0.1986,#1158159,1.6341,IfcWallStandardCase,8.2264,G
0.55,5.75,4.36,52.973,6.5554,0.1987,#1158221,1.6053,IfcWallStandardCase,8.0808,G
0.55,2.45,4.36,20.919,8.3569,0.2722,#1158655,0.6813,IfcWallStandardCase,2.5032,W1
0.55,5.5,4.36,50.718,6.5724,0.1987,#1158742,1.5333,IfcWallStandardCase,7.7168,G
4.2,0.535,4.36,36.9562,7.4338,0.2363,#1159539,1.1746,IfcWallStandardCase,4.9714,W1
2.12,0.535,4.36,20.048,7.4926,0.2103,#1159787,0.5626,IfcWallStandardCase,2.6757,G
0.45,3.25,4.36,22.337,10.376,0.4122,#1173030,0.8874,IfcWallStandardCase,2.1527,W1
0.45,4.25,4.36,29.001,10.1331,0.4116,#1173092,1.1779,IfcWallStandardCase,2.862,W1
0.45,4.315,4.36,29.5768,10.0945,0.411,#1173154,1.2042,IfcWallStandardCase,2.93,W1
0.45,4.35,4.36,30.5581,10.3028,0.411,#1173278,1.2191,IfcWallStandardCase,2.966,W1
4.25,0.45,4.36,31.3484,10.1074,0.3903,#1174146,1.2106,IfcWallStandardCase,3.1015,W1
0.45,4.4825,4.36,31.0541,10.004,0.4083,#1215131,1.2673,IfcWallStandardCase,3.1042,W1
0.45,4.45,4.36,31.4401,10.241,0.4097,#1216794,1.2578,IfcWallStandardCase,3.07,W1
4.2,0.45,4.36,37.36,8.9808,0.2781,#1217369,1.157,IfcWallStandardCase,4.16,G
0.45,4.565,4.36,32.4544,10.175,0.4088,#1217426,1.304,IfcWallStandardCase,3.1896,W1
0.4,6,4.36,52.2399,10.8256,0.3472,#1218001,1.6753,IfcWallStandardCase,4.8256,G
1.85,0.4,4.36,16.052,11.6929,0.3495,#1218063,0.4798,IfcWallStandardCase,1.3728,G
4.2,0.4,4.36,33.774,11.5309,0.4004,#1218125,1.1729,IfcWallStandardCase,2.929,D1
4.2,0.4,4.36,33.774,11.5309,0.396,#1218187,1.1599,IfcWallStandardCase,2.929,D1
4.2,0.4,4.36,33.774,11.5309,0.4054,#1218249,1.1874,IfcWallStandardCase,2.929,D1
4.2,0.4,4.36,33.774,11.5309,0.4044,#1218311,1.1844,IfcWallStandardCase,2.929,D1
0.4,5.48,4.36,47.7056,10.8596,0.3472,#1218435,1.5253,IfcWallStandardCase,4.393,G
0.4,5.83,4.36,50.7576,10.836,0.3472,#1218497,1.6263,IfcWallStandardCase,4.6842,G
4.2,0.4,4.36,36.544,10.9808,0.3474,#1218621,1.1561,IfcWallStandardCase,3.328,G
4.2,0.4,4.36,33.774,11.5309,0.3945,#1218683,1.1555,IfcWallStandardCase,2.929,D1
6.35,0.4,4.36,52.522,11.1327,0.3915,#1218807,1.8471,IfcWallStandardCase,4.7178,D1
8.85,0.4,4.36,74.322,10.9332,0.3751,#1218869,2.5501,IfcWallStandardCase,6.7978,D1
2.35,0.4,4.36,20.412,11.411,0.3485,#1218931,0.6233,IfcWallStandardCase,1.7888,G
0.4,5.5,4.36,47.88,10.8581,0.3472,#1219055,1.5311,IfcWallStandardCase,4.4096,G
0.4,2.8896,4.36,25.117,11.2244,0.3479,#1219179,0.7786,IfcWallStandardCase,2.2377,G
0.4,2.2239,4.36,19.3126,11.469,0.3487,#1219241,0.5871,IfcWallStandardCase,1.6839,G
0.4,3.88,4.36,33.7536,11.0242,0.3475,#1219303,1.0639,IfcWallStandardCase,3.0618,G
0.4,5.85,4.36,50.932,10.8348,0.3472,#1219365,1.632,IfcWallStandardCase,4.7008,G
0.4,5.75,4.36,50.0601,10.8411,0.3472,#1219489,1.6032,IfcWallStandardCase,4.6176,G
0.4,4.75,4.36,38.95,11.3603,0.3602,#1219675,1.235,IfcWallStandardCase,3.4286,D1
0.4,4.225,4.36,36.762,10.9777,0.3474,#1219737,1.1634,IfcWallStandardCase,3.3488,G
0.4,4.2,4.36,36.544,10.9808,0.3474,#1219799,1.1561,IfcWallStandardCase,3.328,G
4.15,0.4,4.36,30.108,11.8985,0.5013,#1219861,1.2685,IfcWallStandardCase,2.5304,D1
4.2,0.4,4.36,34.154,11.4958,0.3928,#1219985,1.1669,IfcWallStandardCase,2.971,D1
4.15,0.4,4.36,33.718,11.5102,0.3966,#1220047,1.1619,IfcWallStandardCase,2.9294,D1
4.2,0.4,4.36,34.154,11.4958,0.4107,#1220109,1.2202,IfcWallStandardCase,2.971,D1
4.15,0.4,4.36,33.718,11.5102,0.3975,#1220419,1.1644,IfcWallStandardCase,2.9294,D1
4.2,0.4,4.36,34.154,11.4958,0.3948,#1220481,1.1729,IfcWallStandardCase,2.971,D1
4.2,0.4,4.36,34.154,11.4958,0.3944,#1220543,1.1718,IfcWallStandardCase,2.971,D1
4.15,0.4,4.36,33.718,11.5102,0.3988,#1220605,1.1683,IfcWallStandardCase,2.9294,D1
4.25,0.4,4.36,34.59,11.4818,0.3986,#1220667,1.2009,IfcWallStandardCase,3.0126,D1
4.2,0.4,4.36,30.544,11.8756,0.4847,#1220729,1.2466,IfcWallStandardCase,2.572,D1
0.4,4.3546,4.36,37.8922,10.9622,0.3474,#1220853,1.2007,IfcWallStandardCase,3.4566,G
0.4,4.3,4.36,35.026,11.4681,0.4,#1220915,1.2216,IfcWallStandardCase,3.0542,D1
4.55,0.4,4.36,37.206,11.4052,0.3927,#1220977,1.2811,IfcWallStandardCase,3.2622,D1
0.4,1.55,4.36,13.4359,11.9623,0.3508,#1221064,0.394,IfcWallStandardCase,1.1232,G
5.6,0.4,4.36,48.752,10.8511,0.3472,#1221126,1.5599,IfcWallStandardCase,4.4928,G
8,0.4,4.36,63.68,11.1065,0.3742,#1221250,2.1454,IfcWallStandardCase,5.7336,D1
8,0.4,4.36,65.528,11.0339,0.3657,#1221312,2.1718,IfcWallStandardCase,5.9388,W1
