,X,Y,Z,areas,ax1s,ax2s,bat_ids,global_ids,gyrations,types,volumes
0,4.2,0.27999999999999936,0.6500000000000057,5.775279999999977,110.04893367276873,22.949912848566402,#97114,3zaAvjPHzAtPhd5y5wMMEJ,1.2043930663624887,IfcWindow,0.052479200000000115
1,5.0,0.27999999999999936,0.6500000000000057,6.898479999999974,110.38415750329553,22.98105427509083,#97217,3zaAvjPHzAtPhd5y5wMM0Y,1.4362055831326606,IfcWindow,0.06249520000000018
2,2.2,0.3399999999999874,1.7000000000000028,9.010599999999807,87.63981558931879,6.627660124819252,#97360,3zaAvjPHzAtPhd5y5wMNSt,0.6814162480731352,IfcWindow,0.10281399999999526
3,2.2,0.3399999999999874,1.7000000000000028,9.010599999999807,87.63981558931877,6.627660124819372,#97382,3zaAvjPHzAtPhd5y5wMNIq,0.6814162480731477,IfcWindow,0.10281399999999528
4,2.2,0.3399999999999874,1.6999999999999993,9.010599999999807,87.63981558931874,6.627660124818692,#97404,3zaAvjPHzAtPhd5y5wMNMA,0.6814162480730779,IfcWindow,0.10281399999999531
5,2.2,0.3399999999999874,1.6999999999999993,9.010599999999807,87.63981558931877,6.627660124818571,#97424,3zaAvjPHzAtPhd5y5wMNM5,0.6814162480730653,IfcWindow,0.10281399999999528
6,2.2,0.3399999999999874,1.6999999999999993,9.010599999999807,87.63981558931867,6.6276601248193,#97445,3zaAvjPHzAtPhd5y5wMNMU,0.681416248073141,IfcWindow,0.1028139999999954
7,2.2,0.3399999999999874,1.6999999999999993,9.010599999999807,87.6398155893187,6.6276601248194265,#97465,3zaAvjPHzAtPhd5y5wMNMP,0.6814162480731538,IfcWindow,0.10281399999999537
8,2.2,0.3399999999999874,1.6999999999999993,9.010599999999807,87.63981558931864,6.627660124819174,#97486,3zaAvjPHzAtPhd5y5wMNMK,0.6814162480731283,IfcWindow,0.10281399999999542
9,2.2,0.3399999999999874,1.6999999999999993,9.010599999999807,87.63981558931867,6.627660124818992,#97506,3zaAvjPHzAtPhd5y5wMNMN,0.6814162480731093,IfcWindow,0.1028139999999954
10,2.2,0.3399999999999874,1.6999999999999993,9.010599999999807,87.63981558931881,6.627660124819008,#97527,3zaAvjPHzAtPhd5y5wMNMI,0.6814162480731099,IfcWindow,0.10281399999999523
11,2.2,0.3399999999999874,1.6999999999999993,9.010599999999807,87.63981558931884,6.627660124819072,#97547,3zaAvjPHzAtPhd5y5wMNLj,0.6814162480731163,IfcWindow,0.1028139999999952
12,0.27999999999999936,3.4000000000000004,0.6500000000000057,4.652079999999982,109.55556811544997,22.894836921221735,#132834,1Ja3FTFBf0UgAw_SdfQeU6,0.9721880391532243,IfcWindow,0.04246320000000006
13,0.27999999999999936,4.2,0.6500000000000057,5.775279999999977,110.04893367276873,22.949912848566335,#132856,1Ja3FTFBf0UgAw_SdfQePE,1.204393066362485,IfcWindow,0.052479200000000115
14,0.27999999999999936,4.199999999999999,0.6500000000000057,5.775279999999977,110.0489336727687,22.949912848565656,#132876,1Ja3FTFBf0UgAw_SdfQeIX,1.2043930663624498,IfcWindow,0.05247920000000013
15,0.27999999999999936,4.199999999999999,0.6500000000000057,5.775279999999977,110.04893367276875,22.94991284856648,#132896,1Ja3FTFBf0UgAw_SdfQeJa,1.2043930663624924,IfcWindow,0.0524792000000001
16,0.27999999999999936,3.3999999999999986,0.6500000000000057,4.652079999999982,109.55556811544993,22.89483692122426,#132916,1Ja3FTFBf0UgAw_SdfQeJo,0.9721880391533317,IfcWindow,0.042463200000000076
17,5.0,0.27999999999999936,0.6500000000000057,6.898479999999974,110.3841575032956,22.981054275090617,#184264,0KN5zqJqn6px3cCTK1weMj,1.4362055831326463,IfcWindow,0.06249520000000014
18,4.2,0.27999999999999936,0.6500000000000057,5.775279999999977,110.04893367276873,22.94991284856674,#184284,0KN5zqJqn6px3cCTK1weGe,1.2043930663625062,IfcWindow,0.052479200000000115
19,4.999999999999999,0.27999999999999936,0.6500000000000057,6.898479999999974,110.38415750329563,22.981054275090465,#184304,0KN5zqJqn6px3cCTK1weH3,1.4362055831326366,IfcWindow,0.062495200000000126
20,0.2799999999999985,3.400000000000002,0.6500000000000057,4.652079999999982,109.55556811545,22.89483692122175,#189402,3jTgNtNdnAlgHz317Bv5S_,0.9721880391532245,IfcWindow,0.04246320000000005
21,0.2799999999999985,4.199999999999999,0.6500000000000057,5.775279999999977,110.04893367276881,22.949912848565297,#189422,3jTgNtNdnAlgHz317Bv5JU,1.2043930663624296,IfcWindow,0.05247920000000007
22,0.2799999999999985,4.2,0.6500000000000057,5.775279999999977,110.04893367276878,22.94991284856609,#189442,3jTgNtNdnAlgHz317Bv5Mn,1.2043930663624716,IfcWindow,0.05247920000000009
23,0.3599999999999932,1.0000000000000002,1.2000000000000028,3.2552799999998974,81.48467068506663,6.967603637978911,#208751,1LitFc0_j6nhlXIKlpAUUA,0.2783529782957817,IfcWindow,0.039949599999997046
24,0.3599999999999932,1.0000000000000002,1.1999999999999993,3.2552799999998974,81.48467068506669,6.967603637978418,#208773,1LitFc0_j6nhlXIKlpATWb,0.27835297829576183,IfcWindow,0.03994959999999702
25,0.3599999999999932,1.0000000000000002,1.1999999999999993,3.2552799999998974,81.48467068506666,6.967603637979414,#208793,1LitFc0_j6nhlXIKlpATY3,0.2783529782958017,IfcWindow,0.03994959999999703
26,0.3599999999999932,1.0000000000000002,1.1999999999999993,3.2552799999998974,81.4846706850666,6.967603637976407,#208813,1LitFc0_j6nhlXIKlpATaL,0.2783529782956818,IfcWindow,0.03994959999999706
